,url,title
127,http://www.valor.com.br/financas/4436572/rede-do-itau-lanca-carteira-digital-e-preve-capturar-r-64-bilhoes,"Rede, do Itaú, lança carteira digital e prevê capturar R$ 6,4 bilhões"
128,http://us8.campaign-archive1.com/?u=eb2d2e4ce44bb8c74fdb0b23e&id=729b7abb13&e=c7c03a304f,New blog from Dries: How should you decouple Drupal?
129,http://www.coindesk.com/us-bank-regulator-creating-framework-for-overseeing-innovations-like-blockchain-tech/,US Bank Regulator to Examine Distributed Ledgers in FinTech Framework Push - CoinDesk
130,http://cointelegraph.com/news/you-can-soon-pay-for-everyday-items-using-just-bitcoin-and-a-mobile-phone,You Can Soon Pay For Everyday Items Using Just Bitcoin And a Mobile Phone
131,http://www.coindesk.com/asia-exchanges-ethereum-trading/,"Eyeing Volume, Asian Exchanges Add Support for Ether Trading - CoinDesk"
132,http://www.ng-newsletter.com/posts/practical-protractor.html,Practical End-to-End Testing with Protractor
133,http://uxmag.com/articles/how-mature-is-your-organization-when-it-comes-to-ux,How Mature is Your Organization when it Comes to UX?
134,http://www.tecmundo.com.br/kickstarter/103077-sabia-voce-transformar-celular-impressora-3d.htm,Sabia que você pode transformar o seu celular em uma impressora 3D?
135,http://recruitingdaily.com/believe-hype-five-talent-trends-every-recruiting-hr-pro-needs-know/,Building A Better Workforce: 5 Talent Trends Worth Watching
136,http://www.businessinsider.com/equations-that-changed-the-world-2016-3,The 17 equations that changed the world
137,http://nullprogram.com/blog/2016/03/31/,Hotpatching a C Function on x86
138,https://blogs.msdn.microsoft.com/vcblog/2016/03/31/cc-extension-for-visual-studio-code/,C/C++ extension for Visual Studio Code
139,https://gmail.googleblog.com/2016/03/introducing-gmail-mic-drop.html,April Fools - Introducing Gmail Mic Drop
140,https://cloudplatform.googleblog.com/2016/04/introducing-Style-Detection-for-Google-Cloud-Vision-API.html,Introducing Style Detection for Google Cloud Vision API
141,http://googlediscovery.com/2016/04/01/google-apresenta-o-realbooks-melhor-forma-de-ler-os-seus-livros-digitais/,"April Fools - Google apresenta o realBooks, a melhor forma de ler os seus livros digitais | Google Discovery"
142,https://cloudplatform.googleblog.com/2016/03/Google-shares-data-center-security-and-design-best-practices.html,Google shares data center security and design best practices
143,https://cloudplatform.googleblog.com/2016/03/Snapchat-shares-security-best-practices-for-running-on-GCP-practices.html,Snapchat shares security best practices for running on GCP
144,http://www.revistacapitolina.com.br/a-importancia-dos-filmes-de-mulherzinha/,A importância dos filmes de mulherzinha - Capitolina
145,http://developers.redhat.com/blog/2016/03/31/no-cost-rhel-developer-subscription-now-available/,No-Cost RHEL Developer Subscription now available
146,https://cloudplatform.googleblog.com/2016/03/Google-Cloud-Datastore-simplifies-pricing-cuts-cost-dramatically-for-most-use-cases.html,"Google Cloud Datastore simplifies pricing, cuts cost dramatically for most use-cases"
147,https://blog.docker.com/2016/04/announcing-docker-hub-classic/,Announcing Docker Hub Classic
148,http://www.socialmediatoday.com/technology-data/internet-things-your-home-or-your-body-infographic,Is the Internet of Things in Your Home? Or on Your Body? [INFOGRAPHIC]
149,http://android-developers.blogspot.com.br/2016/03/get-your-apps-and-games-ready-for-space.html,Get your apps and games ready for space with Google Play | Android Developers Blog
150,http://www.infomoney.com.br/negocios/inovacao/noticia/4813697/ponto-virada-dos-bancos-vai-demitir-milhoes-esta-proximo-diz,"O ponto de virada dos bancos vai demitir milhões e está próximo, diz Citi"
151,http://startse.infomoney.com.br/portal/2016/03/30/18360/o-brasil-das-fintechs-conhea-startups-nacionais-que-podem-fazer-voc-sair-dos-bancos/,O Brasil das fintechs: conheça startups nacionais que podem fazer você sair dos bancos
152,https://hbr.org/2015/09/how-indra-nooyi-turned-design-thinking-into-strategy,How Indra Nooyi Turned Design Thinking Into Strategy: An Interview with PepsiCo's CEO
153,https://blog.xamarin.com/xamarin-for-all/,Xamarin for Everyone
154,https://blog.docker.com/2016/04/docker-agenda-april/,Your Docker Agenda for April
155,http://techcrunch.com/2016/04/01/slack-raises-200m-at-3-8b-valuation-for-business-messaging/,Slack raises $200m at $3.8b valuation for business messaging
156,http://www.economist.com/news/business/21695908-silicon-valley-fights-talent-universities-struggle-hold-their,Million-dollar babies
157,http://www.techinsider.io/machine-learning-as-important-as-the-internet-2016-3,'Machine learning' is a revolution as big as the internet or personal computers
158,http://thenextweb.com/insider/2016/04/01/grow-startup-without-cmo/,How to grow your startup with no budget
159,https://www.oreilly.com/ideas/building-a-high-throughput-data-science-machine,Building a high-throughput data science machine
160,http://techcrunch.com/2016/04/02/the-gig-economy-as-a-driver-of-innovation/,The gig economy as a driver of innovation
161,http://venturebeat.com/2016/04/02/deep-learning-will-be-huge-and-heres-who-will-dominate-it/,Deep learning will be huge - and here's who will dominate it
162,http://www.businessinsider.com/the-inside-story-of-how-amazon-created-echo-2016-4,"The inside story of how Amazon created Echo, the next billion dollar business no one saw coming"
163,http://googleforwork.blogspot.com/2016/03/Chromebase-for-meetings-makes-video-conferencing-personal-and-simple.html,Chromebase for meetings makes video-conferencing personal and simple
164,http://www.businessinsider.com/microsoft-is-taking-its-cues-from-facebook-as-it-totally-shakes-up-office-2016-4,Microsoft is taking its cues from Facebook as it totally shakes up Office
165,http://techcrunch.com/2016/04/02/how-to-approach-machine-learning-as-a-non-technical-person/,How to approach machine learning as a non-technical person
166,http://www.usmagazine.com/celebrity-news/news/-w201210,Lilly Wachowski Makes First Public Appearance Since Coming Out as Transgender
167,http://techcrunch.com/2016/04/03/platforms-are-the-real-powerhouses-in-silicon-valleys-business-landscape/,Platforms are the real powerhouses in Silicon Valley's business landscape
168,https://www.elastic.co/guide/en/elasticsearch/reference/2.3/release-notes-2.3.0.html,2.3.0 Release Notes
169,http://www1.folha.uol.com.br/mercado/2016/04/1756923-empresa-britanica-adota-licenca-remunerada-no-periodo-menstrual.shtml,Empresa britânica adota licença remunerada no período menstrual
170,http://blog.cambridgecoding.com/2016/04/03/scanning-hyperspace-how-to-tune-machine-learning-models/,Scanning hyperspace: how to tune machine learning models
171,http://www.theverge.com/2016/4/4/11359828/flying-chainsaw-drone-finland,This is the flying chainsaw drone you knew was coming
172,http://m.phys.org/news/2016-03-language-cells.html,A programming language for living cells
173,http://venturebeat.com/2016/04/03/how-googles-ai-paved-the-way-for-the-next-generation-of-bots/,How Google's AI paved the way for the next generation of bots
174,http://motherboard.vice.com/en_uk/read/how-machine-learning-dieting-app-health,How Machine Learning Will Change Our Relationship to Food
175,https://catracalivre.com.br/geral/cidadania/indicacao/garoto-filho-de-casal-homoafetivo-rebate-jovem-durante-o-altas-horas/,"No ""Altas Horas"", garoto filho de casal homoafetivo dá lição contra a homofobia"
176,http://techcrunch.com/2016/02/04/coreoss-rkt-container-engine-10/,CoreOS's rkt Container Engine Hits 1.0
177,https://catracalivre.com.br/geral/cidadania/indicacao/amor-sem-fronteiras-serie-de-fotos-de-casais-gays-pelo-mundo/,Amor sem fronteiras: série de fotos retrata casais gays pelo mundo
178,http://apexgametools.com/2016/04/free-online-game-ai-classes/,Free online Game AI Classes - Apex Game Tools
179,http://www.coindesk.com/consortium-of-global-banks-formalizes-partnership-with-microsoft/,R3 Blockchain Consortium Partners with Microsoft - CoinDesk
180,https://news.bitcoin.com/panama-papers-bitcoin-stop-corruption/,Panama Papers Scandal Shows How Bitcoin Could Stop Corruption
181,http://www.newsbtc.com/2016/04/04/venture-capitalists-inject-nearly-half-billion-bitcoin-blockchain-throughout-2015/,Venture Capitalists Inject Nearly Half a Billion in Bitcoin
182,https://www.cryptocoinsnews.com/bitcoin-for-a-tesla-yes-that-happened/,Bitcoin For A Tesla Model 3...Yes That Happened
183,http://www.newsbtc.com/2016/04/03/blockchain-ceos-business-advice-bitcoin-startups/,Blockchain CEO's Business Advice on Bitcoin Startups
184,http://www.newsbtc.com/2016/04/02/ethereum-bitcoin-market-leaders-not-competitors/,Ethereum and Bitcoin Are Market Leaders But Not Competitors
185,http://cointelegraph.com/news/google-failure-ethereum-leaps-ecb-giveout-in-cointelegraph-daily-digest,"Google Failure, Ethereum Leaps, ECB Giveout in Cointelegraph Daily Digest"
186,https://blog.ethereum.org/2016/04/01/ethereum-partners-with-r3cev-on-lizardcoin-bringing-together-the-best-of-centralized-finance-and-blockchain-technology/,"Ethereum Partners with R3CEV on Lizardcoin, Bringing Together the Best of Centralized Finance and Blockchain Technology - Ethereum Blog"
187,https://news.bitcoin.com/microsoft-embrace-digital-currency/,Microsoft Continues to Embrace Ethereum & Bitcoin - Bitcoin News
188,http://fortune.com/2016/03/27/netflix-predicts-taste/,"Netflix says Geography, Age, and Gender are ""Garbage"" for Predicting Taste"
189,https://blog.openbazaar.org/openbazaar-is-open-for-business/,OpenBazaar is Open for Business
190,http://www.theguardian.com/technology/2016/apr/04/slack-uber-apps-parting,"Slack and Uber's parting proves when apps unite, it isn't always a smooth ride"
191,http://www.wired.com/2016/04/google-drive-scary-smart-searching-images/,Google Drive Is Scary-Smart at Searching Your Images
192,http://kubernetes.io/docs/getting-started-guides/docker/,Running Kubernetes Locally via Docker
193,http://mashable.com/2016/04/04/unexpected-uses-slack/,How people using Slack to organise their grocery lists is helping it grow
194,http://m.olhardigital.uol.com.br/noticia/testamos-o-hololens-os-oculos-do-futuro-da-microsoft/56858,"Olhar Digital: Notícia: Testamos o HoloLens, os óculos do futuro da Microsoft"
195,http://www.engadget.com/2016/04/04/nasa-gives-away-earth-mapping-data/,NASA gives away the data from an Earth-mapping spacecraft
196,https://cloudplatform.googleblog.com/2016/04/Google-Cloud-Datastore-gets-faster-cross-platform-API.html,Google Cloud Datastore gets faster cross-platform API
197,https://cloudplatform.googleblog.com/2016/04/Google-Cloud-collaborates-with-Kinvey-for-HIPAA-compliant-mobile-Backend-as-a-Service.html,Google Cloud collaborates with Kinvey for HIPAA-compliant mobile Backend-as-a-Service
198,https://www.compose.io/articles/postgresql-bloat-origins-monitoring-and-managing/,"PostgreSQL Bloat: origins, monitoring and managing"
199,http://blog.airbuscybersecurity.com/post/2016/03/FILELESS-MALWARE-%E2%80%93-A-BEHAVIOURAL-ANALYSIS-OF-KOVTER-PERSISTENCE,Fileless Malware - A Behavioural Analysis Of Kovter Persistence
200,http://cidarlab.org/cello/,Cello
